テキスト,ページ,問題,答え
学習漢字ノート中３,p11,適切にタイショする,対処
学習漢字ノート中３,p11,富をチクセキする,蓄積
学習漢字ノート中３,p11,ヒヤクテキな発展,飛躍的
学習漢字ノート中３,p11,コチョウして言う,誇張
学習漢字ノート中３,p11,疑念がゾウフクする,増幅
学習漢字ノート中３,p11,フンソウを防ぐ,紛争
学習漢字ノート中３,p11,意見がショウトツする,衝突
学習漢字ノート中３,p11,伝統芸能のケイショウ,継承
学習漢字ノート中３,p11,暴力をハイジョする,排除
学習漢字ノート中３,p11,机をセイトンする,整頓
学習漢字ノート中３,p11,野生チョウジュウの保護,鳥獣
学習漢字ノート中３,p11,サンプルのハンプ,頒布
学習漢字ノート中３,p11,ナガソデのシャツ,長袖
学習漢字ノート中３,p11,ソトボリを埋める,外堀
学習漢字ノート中３,p11,時計をマクラモトに置く,枕元
学習漢字ノート中３,p13,チャガマで湯を沸かす,茶釜
学習漢字ノート中３,p13,リョウワキに抱える,両脇
学習漢字ノート中３,p13,ベツムネに移転する,別棟
学習漢字ノート中３,p13,ユウカンが届く,夕刊
学習漢字ノート中３,p13,ニモツを運ぶ,荷物
学習漢字ノート中３,p13,ワクナイに収める,枠内
学習漢字ノート中３,p13,サミダレが降る,五月雨
学習漢字ノート中３,p13,ツユ明けの空,梅雨
学習漢字ノート中３,p13,激しいフブキ,吹雪
学習漢字ノート中３,p13,フクスウの意味を持つ,複数
学習漢字ノート中３,p13,舞台のカミに立つ,上手
学習漢字ノート中３,p13,事実とコトナル,異なる
学習漢字ノート中３,p13,ブンミャクで判断する,文脈
学習漢字ノート中３,p13,キョウコクを歩く,峡谷
学習漢字ノート中３,p13,ヒガタを守る活動,干潟
学習漢字ノート中３,p13,モチュウのはがき,喪中
学習漢字ノート中３,p13,アイイロでぬる,藍色
学習漢字ノート中３,p13,タンモノを染める,反物
学習漢字ノート中３,p13,記念品をオクル,贈る
学習漢字ノート中３,p13,川のアサセを渡る,浅瀬
学習漢字ノート中３,p13,美しいニシキエ,錦絵
学習漢字ノート中３,p13,テンランカイを開く,展覧会
学習漢字ノート中３,p13,ジュンスイな気持ち,純粋
学習漢字ノート中３,p13,ヒトミを閉じる,瞳
学習漢字ノート中３,p13,王にエッケンする,謁見
学習漢字ノート中３,p15,マユダマをつくる,繭玉
学習漢字ノート中３,p15,はなをカザル,飾る
学習漢字ノート中３,p15,ジョウマエをおろす,錠前
学習漢字ノート中３,p15,カンジャをたすける,患者
学習漢字ノート中３,p15,歯をチリョウ,治療
学習漢字ノート中３,p15,ゴイシを並べる,碁石
学習漢字ノート中３,p15,コウオツけがたい,甲乙
学習漢字ノート中３,p15,清らかなオトメ,乙女
学習漢字ノート中３,p15,建物がホウカイする,崩壊
学習漢字ノート中３,p15,ナダレが起きる,雪崩
学習漢字ノート中３,p15,ヤキン技術を学ぶ,冶金
学習漢字ノート中３,p15,中世の刀カジ,鍛冶
学習漢字ノート中３,p15,リュウサンカルシウム,硫酸
学習漢字ノート中３,p15,イオウの化合物,硫黄
学習漢字ノート中３,p15,都内ボウショではたらく,某所
学習漢字ノート中３,p15,庭でサツエイする,撮影
学習漢字ノート中３,p15,合成センザイの成分,洗剤
学習漢字ノート中３,p15,アワがたつ,泡
学習漢字ノート中３,p15,シンボクを深める,親睦
学習漢字ノート中３,p15,職場のドウリョウ,同僚
学習漢字ノート中３,p15,魚の腐ったニオイ,臭い
学習漢字ノート中３,p15,コウカが現れる,効果
学習漢字ノート中３,p15,シヘイで支払う,紙幣
学習漢字ノート中３,p15,五百円コウカ,硬貨
学習漢字ノート中３,p15,家を建てカエル,替える
学習漢字ノート中３,p17,スイソウで魚を飼う,水槽
学習漢字ノート中３,p17,雪山でソウナンする,遭難
学習漢字ノート中３,p17,コンダンカイに行く,懇談会
学習漢字ノート中３,p17,原野をカイコンする,開墾
学習漢字ノート中３,p17,ホニュウルイの祖先,哺乳類
学習漢字ノート中３,p17,熊をホカクする,捕獲
学習漢字ノート中３,p17,ボウケンに旅立つ,冒険
学習漢字ノート中３,p17,ケンヤク生活を送る,倹約
学習漢字ノート中３,p17,力がハクチュウする,伯仲
学習漢字ノート中３,p17,ハクライの品をかう,舶来
学習漢字ノート中３,p17,イジン伝を読む,偉人
学習漢字ノート中３,p17,エラソウな態度,偉そう
学習漢字ノート中３,p17,ソウインに入る,僧院
学習漢字ノート中３,p17,ハンリョに恵まれる,伴侶
学習漢字ノート中３,p17,名画をモホウする,模倣
学習漢字ノート中３,p17,ギソウ工作をする,偽装
学習漢字ノート中３,p17,年齢をイツワル,偽る
学習漢字ノート中３,p17,ことのホッタン,発端
学習漢字ノート中３,p17,生け花のソウケ,宗家
学習漢字ノート中３,p17,シュウハが異なる,宗派
学習漢字ノート中３,p17,ジッケイとくらす,実兄
学習漢字ノート中３,p17,コクダカが下がる,石高
学習漢字ノート中３,p17,ホウセキのような瞳,宝石
学習漢字ノート中３,p17,スイトウ帳を付ける,出納
学習漢字ノート中３,p17,ナットクがいく,納得
学習漢字ノート中３,p19,音楽をカンショウする,鑑賞
学習漢字ノート中３,p19,コカゲで休む,木陰
学習漢字ノート中３,p19,短歌のテイケイ,定型
学習漢字ノート中３,p19,ヒザを抱える,膝
学習漢字ノート中３,p19,要点をトラエル,捉える
学習漢字ノート中３,p19,ツリを楽しむ,釣り
学習漢字ノート中３,p19,キオクに残る,記憶
学習漢字ノート中３,p19,タンジョウビを祝う,誕生日
学習漢字ノート中３,p19,マンガを描く,漫画
学習漢字ノート中３,p19,ページをくる,繰る
学習漢字ノート中３,p19,入部をススメル,勧める
学習漢字ノート中３,p19,フウフで出席する。,夫婦
学習漢字ノート中３,p19,武士とサムライ,侍
学習漢字ノート中３,p19,まだヨイの口だ。,宵
学習漢字ノート中３,p19,タキつぼを眺める,滝
学習漢字ノート中３,p19,クワバタケが広がる,桑畑
学習漢字ノート中３,p19,表情がカタイ,硬い
学習漢字ノート中３,p19,彼のセンモンは法律だ。,専門
学習漢字ノート中３,p19,ソショウを起こす,訴訟
学習漢字ノート中３,p19,サイケンを譲る,債権
学習漢字ノート中３,p19,財政がハタンする,破綻
学習漢字ノート中３,p19,ネンポウが上がる,年俸
学習漢字ノート中３,p19,証拠をインペイする,隠蔽
学習漢字ノート中３,p19,工事のシンチョク状況,進捗
学習漢字ノート中３,p19,オロシ売り業を営む,卸
学習漢字ノート中３,p21,過半数をシメル,占める
学習漢字ノート中３,p21,クシに刺す,串
学習漢字ノート中３,p21,ハがこぼれた刀,刃
学習漢字ノート中３,p21,空気がカンソウする,乾燥
学習漢字ノート中３,p21,方法をモサクする,模索
学習漢字ノート中３,p21,イリョウ技術の進歩,医療
学習漢字ノート中３,p21,キショウ価値が高い,希少
学習漢字ノート中３,p21,ジュヨウを満たす,需要
学習漢字ノート中３,p21,誤りをシテキする,指摘
学習漢字ノート中３,p21,コンチュウの標本,昆虫
学習漢字ノート中３,p21,ソチを講じる,措置
学習漢字ノート中３,p21,救助をヨウセイする,要請
学習漢字ノート中３,p21,事情をコウリョする,考慮
学習漢字ノート中３,p21,サクを取り付ける,柵
学習漢字ノート中３,p21,ハガネのような肉体,鋼
学習漢字ノート中３,p21,ピアノをチョウリツする,調律
学習漢字ノート中３,p21,細かい心理ビョウシャ,描写
学習漢字ノート中３,p21,よいニオイ,匂い
学習漢字ノート中３,p21,ケンバン楽器の種類,鍵盤
学習漢字ノート中３,p21,手サゲのかばん,提げ
学習漢字ノート中３,p21,転校生をムカエル,迎える
学習漢字ノート中３,p21,ピアノをヒク,弾く
学習漢字ノート中３,p21,ジャマがはいる,邪魔
学習漢字ノート中３,p21,カンショクを確かめる,感触
学習漢字ノート中３,p21,息をヒソメル,潜める
学習漢字ノート中３,p23,ソラモヨウの変化,空模様
学習漢字ノート中３,p23,スキマに入り込む,隙間
学習漢字ノート中３,p23,カゲがのびる,影
学習漢字ノート中３,p23,シンセキを訪ねる,親戚
学習漢字ノート中３,p23,ひっそりカンとする,閑
学習漢字ノート中３,p23,キゲンがよい,機嫌
学習漢字ノート中３,p23,ノウリに浮かぶ,脳裏
学習漢字ノート中３,p23,コン碧の海,紺
学習漢字ノート中３,p23,優勝がカカル,懸かる
学習漢字ノート中３,p23,ギンミして選ぶ,吟味
学習漢字ノート中３,p23,助手をヤトウ,雇う
学習漢字ノート中３,p23,百もショウチだ,承知
学習漢字ノート中３,p23,打球をトル,捕る
学習漢字ノート中３,p23,ツヤのある髪,艶
学習漢字ノート中３,p23,子猫をデキアイする,溺愛
学習漢字ノート中３,p23,ひもでユワエル,結わえる
学習漢字ノート中３,p23,喉がカワク,渇く
学習漢字ノート中３,p23,チクサン業を営む,畜産
学習漢字ノート中３,p23,魚がハネル,跳ねる
学習漢字ノート中３,p23,宇宙のシンピ,神秘
学習漢字ノート中３,p23,ホリで囲む,堀
学習漢字ノート中３,p23,おしろいをヌル,塗る
学習漢字ノート中３,p23,シセイを正す,姿勢
学習漢字ノート中３,p23,同じネンレイ,年齢
学習漢字ノート中３,p23,ビンボウを脱する,貧乏
学習漢字ノート中３,p25,サイフを拾う,財布
学習漢字ノート中３,p25,気を引きシメル,締める
学習漢字ノート中３,p25,行きがけのダチン,駄賃
学習漢字ノート中３,p25,重さで箱がツブレル,潰れる
学習漢字ノート中３,p25,セタケが伸びる,背丈
学習漢字ノート中３,p25,赤くハレル,腫れる
学習漢字ノート中３,p25,シアンに暮れる,思案
学習漢字ノート中３,p25,店のダンナ,旦那
学習漢字ノート中３,p25,適切な運動でヤセル,痩せる
学習漢字ノート中３,p25,他人ギョウギ,行儀
学習漢字ノート中３,p25,ブッソウな世の中,物騒
学習漢字ノート中３,p25,チンモクが続く,沈黙
学習漢字ノート中３,p25,恵まれたキョウグウ,境遇
学習漢字ノート中３,p25,ヘイタイにとられる,兵隊
学習漢字ノート中３,p25,ダンロに火を入れる,暖炉
学習漢字ノート中３,p25,化学ヒリョウを使う。,肥料
学習漢字ノート中３,p25,ウスズミ色の雲,薄墨
学習漢字ノート中３,p25,ナゴリ惜しい,名残
学習漢字ノート中３,p25,景色をナガメル,眺める
学習漢字ノート中３,p25,センメイに描く,鮮明
学習漢字ノート中３,p25,先生をシタウ,慕う
学習漢字ノート中３,p25,カクゼツされた世界,隔絶
学習漢字ノート中３,p25,心がマ痺する,麻
学習漢字ノート中３,p25,本をショモウする,所望
学習漢字ノート中３,p25,神をスウハイする,崇拝
学習漢字ノート中３,p27,ハをみがく,歯
学習漢字ノート中３,p27,岩を細かくクダク,砕く
学習漢字ノート中３,p27,ツバを飲み込む,唾
学習漢字ノート中３,p27,生活のチエ,知恵
学習漢字ノート中３,p27,サルを飼育する,猿
学習漢字ノート中３,p27,ジュクレンの技術,熟練
学習漢字ノート中３,p27,コケツに入らずんば,虎穴
学習漢字ノート中３,p27,野球部のコモン,顧問
学習漢字ノート中３,p27,バクマツの志士,幕末
学習漢字ノート中３,p27,英文をホンヤクする,翻訳
学習漢字ノート中３,p27,チュウショウテキな表現,抽象的
学習漢字ノート中３,p27,エンジョを受ける,援助
